#frame_time_stamp time_pre_proc time_post_proc
0.829420 0.013610 0.013789
0.933147 0.012480 0.012586
1.036910 0.013240 0.013336
1.140497 0.008360 0.008458
1.244242 0.014780 0.014879
1.347979 0.009602 0.009700
1.451596 0.012069 0.012168
1.555212 0.013916 0.014029
1.658960 0.010250 0.010349
1.762569 0.010089 0.010187
1.866302 0.007806 0.007906
1.969923 0.010125 0.010229
2.073666 0.007484 0.007582
2.177281 0.008470 0.008568
2.281017 0.006356 0.006456
2.384639 0.007953 0.008050
2.488250 0.006232 0.006328
2.591988 0.010445 0.010543
2.695832 0.007540 0.007638
2.799367 0.009183 0.009276
2.903084 0.006951 0.007038
3.006768 0.008841 0.008929
3.110441 0.007346 0.007443
3.214057 0.008138 0.008234
3.317669 0.006300 0.006396
3.421285 0.008396 0.008496
3.524925 0.006149 0.006250
3.628545 0.007880 0.007980
3.732256 0.006485 0.006581
3.835871 0.007666 0.007760
3.939488 0.006512 0.006608
4.043107 0.007933 0.008032
4.146888 0.009257 0.009359
4.250460 0.009317 0.009418
4.354202 0.006734 0.006821
4.457940 0.006558 0.006650
4.561559 0.006280 0.006380
4.665293 0.006983 0.007079
4.768912 0.006104 0.006199
4.872532 0.008059 0.008156
4.976146 0.006220 0.006316
5.079909 0.008104 0.008201
5.183503 0.007868 0.007964
5.287117 0.011653 0.011750
5.390861 0.010541 0.010643
5.494473 0.009975 0.010058
5.598233 0.007875 0.007970
5.701829 0.008715 0.008828
5.805571 0.007963 0.008060
5.909185 0.009187 0.009279
6.012921 0.006250 0.006347
6.116541 0.007869 0.007968
6.220278 0.008962 0.009056
6.323895 0.009211 0.009304
6.427659 0.007382 0.007482
6.531383 0.006356 0.006459
6.634992 0.006143 0.006242
6.738741 0.005739 0.005831
6.842350 0.006706 0.006810
6.945963 0.005836 0.005937
7.049705 0.007083 0.007190
7.153323 0.005388 0.005479
7.256934 0.008164 0.008276
7.360549 0.009662 0.009757
7.464167 0.007627 0.007727
7.567786 0.009135 0.009246
7.671396 0.007510 0.007608
7.775144 0.006815 0.006900
7.878754 0.005502 0.005594
7.982493 0.006561 0.006648
8.086111 0.005383 0.005472
8.189849 0.006052 0.006144
8.293470 0.007938 0.008026
8.397102 0.008159 0.008242
8.500847 0.005826 0.005912
8.604438 0.007777 0.007866
