#frame_time_stamp time_pre_proc time_post_proc
0.937506 0.012878 0.012983
1.041630 0.013198 0.013282
1.145875 0.013366 0.013457
1.250003 0.015134 0.015219
1.354255 0.015340 0.015430
1.458401 0.014415 0.014503
1.562526 0.010354 0.010441
1.666754 0.007226 0.007310
1.771007 0.009883 0.009983
1.875129 0.009975 0.010059
1.979377 0.010969 0.011056
2.083502 0.010715 0.010799
2.187759 0.009910 0.009993
2.291881 0.007993 0.008096
2.396132 0.007167 0.007244
2.500257 0.006731 0.006814
2.604383 0.008241 0.008322
2.708628 0.006996 0.007078
2.812757 0.007492 0.007575
2.916881 0.011756 0.011838
3.021006 0.008940 0.009022
3.125256 0.006542 0.006631
3.229379 0.007152 0.007248
3.333502 0.007671 0.007760
3.437629 0.007092 0.007180
3.541754 0.009306 0.009413
3.645880 0.006890 0.006975
3.750007 0.007142 0.007230
3.854131 0.006506 0.006586
3.958276 0.007935 0.008021
4.062383 0.006958 0.007042
4.166506 0.008795 0.008893
4.270633 0.006908 0.006997
4.374756 0.006694 0.006785
4.478884 0.006441 0.006528
4.583132 0.008047 0.008145
4.687259 0.006415 0.006496
4.791384 0.008883 0.008985
4.895505 0.006458 0.006547
4.999630 0.006619 0.006713
5.103758 0.006184 0.006263
5.207869 0.007619 0.007712
5.311998 0.006543 0.006632
5.416245 0.009409 0.009537
5.520244 0.006847 0.006933
5.624505 0.007373 0.007468
5.728633 0.006227 0.006313
5.832639 0.007324 0.007410
5.936757 0.006924 0.007022
6.040889 0.009312 0.009396
6.145012 0.006918 0.007002
6.249010 0.006738 0.006822
6.353135 0.006467 0.006551
6.457260 0.007085 0.007177
6.561386 0.006551 0.006638
6.665511 0.007780 0.007880
6.769636 0.007002 0.007098
6.873636 0.007879 0.007978
6.977759 0.007318 0.007409
7.081885 0.009443 0.009547
7.186013 0.006667 0.006750
7.290011 0.006552 0.006639
7.394135 0.006514 0.006606
7.498256 0.007549 0.007642
7.602386 0.009938 0.010018
7.706383 0.008225 0.008322
7.810511 0.007326 0.007415
7.914632 0.006703 0.006791
8.018763 0.007931 0.008026
8.122760 0.006716 0.006795
8.226883 0.009030 0.009135
8.331011 0.009612 0.009702
8.435138 0.009296 0.009390
8.539282 0.007945 0.008034
8.643387 0.007547 0.007639
8.747509 0.006847 0.006935
8.851635 0.007022 0.007114
8.955763 0.009326 0.009428
9.059886 0.009501 0.009594
9.164012 0.007475 0.007569
9.268135 0.007568 0.007656
9.372259 0.006767 0.006862
9.476392 0.015250 0.015417
9.580513 0.010324 0.010417
9.684640 0.008259 0.008349
9.788784 0.007270 0.007357
9.892888 0.007935 0.008022
9.997010 0.010834 0.010951
10.101140 0.010651 0.010744
10.205260 0.011287 0.011378
10.309390 0.011990 0.012082
10.413390 0.011506 0.011598
10.517510 0.011584 0.011679
10.621640 0.008463 0.008550
10.725760 0.008862 0.008961
10.829890 0.014077 0.014167
10.934020 0.012136 0.012229
11.038140 0.011984 0.012099
11.142270 0.011783 0.011877
11.246390 0.008729 0.008826
11.350520 0.008881 0.008972
11.454640 0.008293 0.008380
11.558780 0.010615 0.010703
11.663020 0.008713 0.008802
11.767160 0.009927 0.010012
11.871260 0.008424 0.008512
11.975390 0.009076 0.009164
12.079640 0.007262 0.007359
12.183770 0.007547 0.007633
12.287890 0.008588 0.008687
12.392020 0.008823 0.008909
12.496260 0.008858 0.008947
12.600390 0.007824 0.007912
12.704520 0.007842 0.007934
12.808640 0.007811 0.007896
12.912790 0.008978 0.009065
13.016890 0.008460 0.008542
13.121140 0.007179 0.007266
13.225270 0.008548 0.008631
13.329390 0.007638 0.007726
13.433520 0.007929 0.008018
13.537640 0.010546 0.010657
13.641770 0.008589 0.008674
13.745910 0.007675 0.007764
13.850020 0.007783 0.007871
13.954150 0.008131 0.008219
14.058400 0.008021 0.008098
14.162520 0.008905 0.008997
14.266640 0.008128 0.008210
14.370770 0.007658 0.007743
14.474890 0.008467 0.008554
14.579010 0.008015 0.008092
14.683140 0.008076 0.008158
14.787290 0.009654 0.009740
14.891390 0.009025 0.009107
14.995520 0.008203 0.008289
15.099640 0.008844 0.008929
